C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_021.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_021.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_021.jpg,0,0,0,0.09860765
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_087.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_087.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_087.jpg,0,0.1788528,0,0.01879578
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_157.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_157.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_157.jpg,0,0.3664998,0,0.217015
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_228.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_228.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_228.jpg,-0.2,0.5979737,0,0.6534588
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_297.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_297.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_297.jpg,-0.35,0.7791122,0,1.173933
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_365.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_365.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_365.jpg,0,1,0,2.028327
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_433.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_433.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_433.jpg,0,1,0,2.74061
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_501.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_501.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_501.jpg,0,1,0,3.677793
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_568.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_568.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_568.jpg,0,1,0,4.382232
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_635.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_635.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_635.jpg,0,1,0,5.080719
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_710.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_710.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_710.jpg,-0.15,1,0,6.001723
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_781.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_781.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_781.jpg,-0.35,1,0,6.898285
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_851.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_851.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_851.jpg,0,1,0,7.551758
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_925.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_925.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_925.jpg,0,1,0,8.447067
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_21_998.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_21_998.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_21_998.jpg,0,1,0,9.121364
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_070.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_070.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_070.jpg,0,1,0,10.01492
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_139.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_139.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_139.jpg,0,1,0,10.68053
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_209.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_209.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_209.jpg,0,1,0,11.66043
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_282.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_282.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_282.jpg,-0.05,1,0,12.47325
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_354.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_354.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_354.jpg,-0.2,1,0,13.08833
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_425.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_425.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_425.jpg,0,1,0,13.84422
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_493.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_493.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_493.jpg,0,1,0,14.54416
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_563.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_563.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_563.jpg,0,1,0,15.41337
C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\center_2022_11_22_10_38_22_632.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\left_2022_11_22_10_38_22_632.jpg,C:\Users\USER\OneDrive\Desktop\SimulationData\IMG\right_2022_11_22_10_38_22_632.jpg,0,1,0,15.98897
